"0_eRNA"	"1_eRNA"	"10_eRNA"	"11_eRNA"	"12_eRNA"	"13_eRNA"	"14_eRNA"	"15_eRNA"	"2_eRNA"	"3_eRNA"	"4_eRNA"	"5_eRNA"	"6_eRNA"	"7_eRNA"	"8_eRNA"	"9_eRNA"
"LOC101155198"	14	1	1	3	2971	2898	4299	3066	0	14	1	0	0	0	4	4
"LOC101155206"	1	0	0	0	9	4	1	4	0	0	0	0	0	0	0	0
"LOC101155207"	9	6	0	0	31	76	95	57	1	0	0	0	0	0	3	1
"LOC101155208"	4	0	0	2	848	821	1018	976	0	11	0	0	0	0	0	0
"LOC101155211"	34	0	0	5	3535	4104	3789	5838	9	6	0	0	0	0	6	2
"LOC101155212"	2	0	0	0	348	345	388	362	3	0	0	0	0	0	0	0
"LOC101155213"	0	0	0	0	23	10	24	19	0	0	0	0	0	0	0	0
"LOC101155215"	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0
"LOC101155216"	44	13	3	1	687	871	449	727	9	5	0	0	0	1	5	7
"LOC101155219"	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0
"LOC101155223"	63	9	6	0	6243	4937	4564	6053	15	8	1	4	0	0	7	3
"LOC101155224"	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
"LOC101155225"	58	26	8	8	2759	2303	1977	3163	39	36	3	3	0	0	5	12
"LOC101155227"	5	2	0	0	261	546	1029	374	1	2	0	1	0	0	0	3
"LOC101155230"	14	5	0	1	153	284	161	319	4	0	0	0	0	0	0	0
"LOC101155232"	283	99	25	25	6403	6043	10453	7407	100	76	3	2	4	1	40	41
"LOC101155239"	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
"LOC101155246"	34	0	2	4	1170	1208	1107	1354	25	4	3	3	0	2	13	4
"LOC101155247"	6	0	0	0	23	27	30	26	0	0	0	0	0	0	0	0
"LOC101155251"	49	4	1	0	546	607	451	695	20	5	0	0	0	0	7	4
"LOC101155254"	4	2	1	0	259	121	203	231	4	2	0	0	1	0	2	2
"LOC101155255"	0	0	0	0	162	104	33	125	0	0	0	0	0	0	0	0
"LOC101155257"	26	28	0	2	1635	1672	2074	1802	3	1	2	0	5	1	4	1
"LOC101155258"	0	0	0	0	42	66	63	62	5	0	0	0	0	0	0	0
"LOC101155262"	32	3	5	2	241	242	208	322	6	8	1	0	0	0	1	2
"LOC101155266"	0	0	0	0	103	73	93	116	0	0	0	0	0	0	0	0
"LOC101155268"	0	0	0	0	20	27	53	17	0	0	0	0	0	0	0	0
"LOC101155269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155270"	31	1	0	0	234	109	150	222	1	0	0	0	1	0	2	3
"LOC101155274"	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
"LOC101155275"	4	0	3	5	41	88	45	33	0	0	0	0	0	0	2	0
"LOC101155276"	57	6	9	1	402	355	315	508	10	15	0	1	0	0	12	8
"LOC101155277"	0	0	3	0	678	798	843	823	0	0	0	0	0	0	0	3
"LOC101155279"	0	0	0	0	224	170	265	268	2	0	0	0	0	0	3	0
"LOC101155280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155285"	8	9	0	0	1034	676	753	864	0	0	0	0	0	0	0	1
"LOC101155286"	11	0	0	0	87	71	2	85	7	1	0	0	0	0	1	0
"LOC101155291"	1	0	0	2	810	511	454	603	0	0	0	0	0	0	1	0
"LOC101155292"	7	0	0	0	15	28	17	14	0	0	0	0	0	0	0	0
"LOC101155293"	1	0	0	6	295	253	320	340	0	0	0	0	0	0	0	1
"LOC101155297"	0	0	0	0	589	395	689	459	0	0	0	0	0	0	0	0
"LOC101155299"	5	0	0	0	806	729	683	642	0	0	3	0	0	0	0	0
"LOC101155305"	0	0	0	0	10	11	23	17	0	0	0	0	0	0	0	0
"LOC101155308"	0	0	0	0	22	15	0	31	0	0	0	0	0	0	0	0
"LOC101155312"	3	0	0	0	890	1086	993	1318	0	0	0	0	0	0	0	1
"LOC101155313"	0	0	0	0	36	33	31	61	0	0	0	0	0	0	0	0
"LOC101155314"	5	0	2	6	293	409	368	426	0	0	0	0	0	0	2	1
"LOC101155315"	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0
"LOC101155316"	3	0	5	0	53	57	84	54	0	0	0	0	0	0	0	0
"LOC101155317"	0	1	0	0	82	20	98	95	0	0	0	0	0	0	0	0
"LOC101155318"	0	0	0	0	33	47	46	56	0	0	0	0	0	0	0	0
"LOC101155320"	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
"LOC101155322"	2	0	0	0	367	282	421	281	1	1	0	0	0	0	0	1
"LOC101155324"	0	0	0	0	234	168	357	182	0	0	0	0	0	0	0	0
"LOC101155326"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155329"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"LOC101155331"	0	0	0	0	44	33	45	49	0	0	0	0	0	0	0	0
"LOC101155336"	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
"LOC101155341"	1	0	0	5	728	599	1039	645	0	0	5	1	0	0	0	0
"LOC101155342"	0	0	0	0	145	163	223	186	0	0	0	0	0	0	0	0
"LOC101155345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155346"	3	0	0	0	36	37	45	14	0	0	0	0	0	0	0	1
"LOC101155347"	8	0	0	0	55	95	65	94	0	0	0	2	0	0	1	0
"LOC101155348"	46	2	2	7	872	632	798	862	2	0	1	0	0	0	5	15
"LOC101155349"	0	0	0	0	106	82	148	161	0	0	0	0	0	0	0	0
"LOC101155350"	0	0	0	0	12	31	63	41	0	0	0	0	0	0	0	0
"LOC101155351"	7	0	0	0	432	629	627	875	0	0	0	0	0	0	0	3
"LOC101155352"	0	0	0	0	10	17	0	4	0	0	0	0	0	0	0	0
"LOC101155358"	41	3	1	2	3848	2499	2134	4418	36	26	9	0	11	2	14	17
"LOC101155365"	0	16	0	0	871	657	1326	1098	0	0	2	0	0	0	0	3
"LOC101155366"	1	0	0	0	51	60	43	89	0	0	0	0	0	0	0	0
"LOC101155367"	0	0	0	0	2	9	0	1	0	0	0	0	0	0	0	0
"LOC101155368"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
"LOC101155370"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155372"	0	0	0	0	5	4	0	5	0	0	0	0	0	0	0	0
"LOC101155373"	1	0	0	0	132	169	244	151	0	0	0	0	0	0	1	0
"LOC101155375"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155376"	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0
"LOC101155377"	9	0	0	0	30	16	37	30	0	0	0	0	0	0	0	0
"LOC101155380"	22	0	0	3	220	193	133	196	1	5	3	2	0	0	1	3
"LOC101155381"	0	0	0	0	23	43	54	32	0	0	0	0	0	0	0	0
"LOC101155382"	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0
"LOC101155396"	92	8	1	1	4113	3495	3056	5894	10	3	0	1	0	0	10	14
"LOC101155397"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155401"	0	0	0	0	72	104	27	91	0	0	0	0	0	0	0	0
"LOC101155404"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"LOC101155405"	0	0	0	0	35	21	40	3	0	0	0	0	0	0	0	0
"LOC101155409"	1	3	0	2	200	158	163	219	0	0	0	0	0	0	1	0
"LOC101155410"	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
"LOC101155415"	8	0	0	0	848	1210	562	1377	0	0	0	0	0	0	0	0
"LOC101155418"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC101155419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155422"	1	0	0	0	776	648	524	557	13	3	0	0	0	0	0	0
"LOC101155425"	5	4	0	0	0	0	0	0	0	4	0	0	0	0	0	1
"LOC101155431"	15	1	0	1	356	490	408	819	8	10	0	0	0	0	1	10
"LOC101155432"	8	0	9	2	742	566	520	782	14	3	0	0	0	0	4	10
"LOC101155433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155444"	0	0	0	0	7	4	2	2	0	0	0	0	0	0	0	0
"LOC101155447"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"LOC101155449"	52	7	1	5	399	333	203	380	9	5	0	0	0	0	9	10
"LOC101155451"	5	4	0	4	736	405	326	694	0	15	0	0	0	0	4	0
"LOC101155453"	257	109	1	11	11	6	9	19	0	38	1	5	0	0	35	30
"LOC101155454"	12	0	0	0	40	13	7	8	0	0	0	0	0	0	1	0
"LOC101155455"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"LOC101155457"	0	0	0	0	49	80	150	57	0	0	0	0	0	0	0	0
"LOC101155461"	209	89	1	10	11	15	9	18	11	15	0	9	0	0	14	28
"LOC101155462"	14	8	6	6	883	804	1143	762	5	27	0	0	0	0	3	10
"LOC101155464"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"LOC101155468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155470"	1	0	0	0	26	18	3	14	0	0	0	0	0	0	0	0
"LOC101155476"	6	0	0	1	1181	655	509	1326	3	0	0	0	0	0	1	0
"LOC101155481"	0	0	0	0	1	5	1	3	0	0	0	0	0	0	0	0
"LOC101155482"	2	0	0	0	7	17	18	11	0	0	0	0	0	0	0	0
"LOC101155484"	1	17	0	0	31	30	0	28	3	0	0	0	0	0	0	0
"LOC101155486"	0	0	0	0	210	509	509	301	0	0	0	0	0	0	0	0
"LOC101155489"	0	0	0	0	225	184	148	289	0	0	0	0	5	0	0	0
"LOC101155491"	28	1	0	2	386	340	412	453	2	3	1	0	0	0	0	1
"LOC101155494"	2	0	0	0	370	467	397	610	0	0	0	0	0	0	5	4
"LOC101155498"	16	0	3	1	363	368	333	464	0	4	0	0	0	0	1	4
"LOC101155499"	0	0	0	1	412	763	943	1036	0	0	0	0	0	0	0	2
"LOC101155500"	0	0	0	0	25	23	22	92	1	0	0	0	0	0	0	0
"LOC101155502"	18	7	1	1	1397	694	838	895	5	5	2	4	0	0	0	3
"LOC101155504"	38	1	2	0	618	486	789	635	16	22	0	0	0	0	4	8
"LOC101155505"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"LOC101155506"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155508"	4	0	1	3	1056	1217	1132	780	0	3	0	0	1	0	1	2
"LOC101155509"	2	0	8	0	75	53	53	57	0	0	0	0	1	0	0	0
"LOC101155513"	0	0	0	0	12	11	29	11	0	0	0	0	0	0	0	0
"LOC101155518"	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
"LOC101155521"	0	0	0	0	18	11	27	8	0	0	0	0	0	0	0	0
"LOC101155523"	231	56	12	11	484429	624008	620439	501314	53	66	28	1	34	15	47	57
"LOC101155527"	9	20	7	8	1300	1071	1289	1912	0	4	2	1	0	0	6	0
"LOC101155530"	13	2	0	0	6244	3981	2807	6290	0	1	0	0	1	0	2	2
"LOC101155532"	3	0	0	0	421	436	539	552	0	0	0	0	0	0	0	0
"LOC101155535"	0	0	0	0	505	548	442	629	0	0	0	0	0	0	0	0
"LOC101155536"	0	0	0	0	43	59	53	96	0	1	0	0	0	0	0	0
"LOC101155537"	0	0	0	0	83	80	82	60	0	0	0	0	0	0	0	0
"LOC101155538"	0	0	0	0	72	102	69	35	0	0	0	0	0	0	0	0
"LOC101155542"	33	8	1	1	348	420	435	531	1	2	0	1	0	0	1	4
"LOC101155544"	0	0	0	0	199	198	236	132	1	0	0	0	3	0	0	1
"LOC101155546"	3	0	0	0	886	826	830	1277	4	0	2	0	0	0	1	0
"LOC101155548"	78	27	0	5	14718	13774	17241	12659	17	7	4	2	5	1	4	8
"LOC101155550"	1	0	0	0	11	4	5	4	0	0	0	0	0	0	0	0
"LOC101155553"	43	16	2	7	475	475	695	568	3	4	0	0	0	0	9	11
"LOC101155555"	12	1	0	0	551	612	425	591	0	0	0	0	0	0	5	0
"LOC101155558"	31	5	5	2	134	258	301	99	20	4	1	2	3	0	3	11
"LOC101155563"	116	26	4	27	3938	3728	3224	6441	31	40	5	1	3	3	16	21
"LOC101155565"	0	0	0	0	768	736	1347	866	0	0	0	0	1	0	0	0
"LOC101155566"	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
"LOC101155569"	0	0	0	3	23	13	21	52	0	0	0	0	1	0	0	0
"LOC101155570"	7	2	0	0	760	640	622	628	10	0	0	0	0	0	0	2
"LOC101155571"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155572"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155573"	0	0	0	0	269	205	174	269	0	0	0	0	0	0	0	1
"LOC101155575"	4	0	2	0	140	101	30	151	2	3	0	0	0	0	0	0
"LOC101155579"	8	2	5	1	1282	1181	2619	1231	0	3	1	1	5	1	0	0
"LOC101155580"	0	0	0	0	2	7	1	11	0	0	0	0	0	0	0	0
"LOC101155582"	0	0	0	0	18	30	28	30	0	0	0	0	0	0	0	0
"LOC101155585"	0	0	0	0	22	49	52	63	0	0	0	0	0	0	0	0
"LOC101155590"	259	66	25	24	2952	1141	1231	1610	155	71	2	2	6	1	51	46
"LOC101155594"	0	0	0	0	19	10	14	16	0	0	0	0	0	0	0	0
"LOC101155595"	0	0	0	0	13	8	2	8	0	0	0	0	0	0	0	0
"LOC101155596"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
"LOC101155598"	1	0	0	0	224	133	116	213	4	0	0	0	0	0	0	0
"LOC101155599"	4	0	0	0	237	168	188	129	1	0	0	0	0	0	0	1
"LOC101155601"	20	8	0	0	12341	1402	3314	4676	0	0	1	0	0	0	6	0
"LOC101155603"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"LOC101155604"	0	0	0	0	149	213	133	171	0	0	0	0	0	0	1	0
"LOC101155605"	0	0	0	0	453	588	638	622	0	0	0	0	0	0	0	0
"LOC101155610"	9	4	2	3	116	82	180	272	5	2	0	0	0	0	0	1
"LOC101155614"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"LOC101155616"	0	0	0	0	8	21	23	6	0	0	0	0	0	0	0	0
"LOC101155618"	0	0	0	0	49	20	25	40	0	0	0	0	0	0	0	0
"LOC101155619"	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
"LOC101155623"	20	13	1	2	11335	17964	25681	14657	6	1	1	0	3	0	5	7
"LOC101155624"	4	0	0	0	66	105	143	114	0	0	0	0	0	0	0	0
"LOC101155625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155633"	2	0	0	0	28	22	21	5	2	0	0	0	0	0	0	0
"LOC101155634"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
"LOC101155636"	58	16	12	5	2125	2339	2331	2708	24	14	11	2	1	0	6	2
"LOC101155637"	0	0	0	0	63	79	94	134	0	0	0	0	0	0	0	0
"LOC101155639"	0	0	0	0	50	85	55	81	0	0	0	0	0	0	0	0
"LOC101155640"	4	3	1	0	94	116	137	225	8	2	0	0	0	0	1	0
"LOC101155642"	91	26	9	7	5467	4859	5101	5668	27	14	2	3	1	0	10	15
"LOC101155643"	25	3	0	1	1258	1295	2153	1678	0	6	1	0	0	0	0	8
"LOC101155647"	245	8	12	16	1920	1430	1165	2250	15	13	0	1	1	0	33	35
"LOC101155648"	4	2	0	0	392	406	340	489	0	1	0	0	2	0	1	3
"LOC101155651"	0	0	0	0	18	49	67	42	0	0	0	0	0	0	0	0
"LOC101155653"	1	0	0	3	51	66	76	129	0	0	0	1	0	0	1	0
"LOC101155654"	0	0	0	0	72	109	57	123	1	0	0	0	0	0	0	0
"LOC101155657"	0	0	0	0	209	161	199	207	0	0	0	0	0	0	0	0
"LOC101155658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155659"	0	0	0	0	49	15	28	36	0	1	0	0	0	0	1	0
"LOC101155661"	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0
"LOC101155668"	1	1	0	0	418	423	699	543	5	0	0	0	0	0	0	0
"LOC101155669"	5	0	0	1	2273	2034	3041	3855	1	6	0	0	0	0	0	2
"LOC101155672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155674"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
"LOC101155676"	0	0	0	0	1093	1250	1310	1016	0	0	0	0	0	0	0	0
"LOC101155681"	1	0	0	0	35	51	76	84	0	0	0	0	0	1	0	1
"LOC101155682"	13	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"LOC101155683"	0	0	0	0	129	117	44	185	0	0	0	0	0	0	0	0
"LOC101155684"	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
"LOC101155685"	7	0	5	3	1316	1281	1298	1382	5	0	1	2	0	0	5	6
"LOC101155688"	3	11	0	0	917	338	313	385	0	3	0	0	0	0	2	1
"LOC101155689"	1	0	0	0	387	309	608	563	0	0	0	0	0	0	1	0
"LOC101155694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155699"	4	0	0	1	606	734	564	465	0	0	1	0	1	0	0	3
"LOC101155700"	13	4	0	0	257	399	531	343	2	0	0	0	0	0	0	0
"LOC101155701"	0	0	0	0	114	186	213	249	0	0	0	0	0	0	0	0
"LOC101155702"	13	8	0	6	478	503	670	596	1	1	0	1	0	0	0	2
"LOC101155704"	0	0	0	0	15	37	0	7	0	0	0	0	0	0	0	0
"LOC101155705"	37	13	3	2	8595	9832	11639	9116	19	4	5	4	1	1	4	7
"LOC101155707"	2	0	0	0	56	46	53	56	0	0	0	0	0	0	0	0
"LOC101155708"	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
"LOC101155710"	0	0	0	0	144	218	419	217	0	0	0	0	0	0	0	0
"LOC101155712"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
"LOC101155715"	0	0	0	0	93	112	231	134	0	0	0	0	0	0	0	0
"LOC101155717"	23	6	5	0	3936	4506	4310	4880	0	2	3	0	1	0	4	0
"LOC101155718"	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
"LOC101155719"	0	0	2	0	237	22	10	34	0	0	0	0	0	0	3	0
"LOC101155721"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155726"	57	13	1	5	1407	1473	869	3338	11	1	3	2	2	0	8	2
"LOC101155732"	23	11	7	7	2922	1917	2042	2221	0	4	3	0	5	0	3	0
"LOC101155733"	63	30	3	4	1942	1003	1063	2207	15	17	0	0	0	10	6	9
"LOC101155734"	31	0	1	5	54	42	44	72	0	0	0	0	0	0	2	2
"LOC101155736"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155738"	5	0	6	4	650	886	433	970	0	0	0	0	0	0	2	3
"LOC101155739"	0	0	0	0	11	0	0	17	0	0	0	0	0	0	0	0
"LOC101155740"	0	0	0	0	51	35	57	17	0	0	0	0	0	0	0	0
"LOC101155741"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LOC101155744"	0	0	0	0	73	44	70	67	0	0	0	0	0	0	0	0
"LOC101155750"	0	0	0	0	7	12	8	13	0	0	0	0	0	0	0	1
"LOC101155751"	2	0	0	0	120	92	58	177	0	0	0	0	0	0	3	0
"LOC101155756"	0	0	0	1	229	275	308	327	0	7	0	0	0	0	0	0
"LOC101155757"	22	5	2	3	0	11	18	1	0	9	1	0	0	0	1	2
"LOC101155758"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155761"	38	7	13	2	1975	1919	2889	2065	2	17	2	2	3	0	5	4
"LOC101155763"	3	0	0	0	210	256	382	323	0	0	0	0	0	0	0	0
"LOC101155764"	3	2	0	0	62	50	34	37	0	3	0	0	0	0	0	0
"LOC101155765"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"LOC101155766"	0	0	1	0	0	6	17	5	0	0	2	0	0	0	1	1
"LOC101155768"	6	1	0	0	400	502	268	815	1	2	0	0	0	0	1	0
"LOC101155769"	6	0	1	0	10	19	7	26	0	0	0	0	0	0	3	2
"LOC101155770"	125	16	8	12	1250	1036	790	1813	24	28	0	3	2	0	14	9
"LOC101155771"	0	0	0	0	81	76	59	76	0	0	0	0	0	0	0	0
"LOC101155772"	1	0	0	0	225	134	269	266	0	0	0	0	0	0	0	0
"LOC101155773"	1	0	0	1	43	56	89	80	0	0	0	0	0	0	0	0
"LOC101155776"	1	8	1	0	200	331	331	283	1	0	0	0	0	0	0	0
"LOC101155777"	49	54	12	19	30726	41735	38755	36683	44	24	2	0	2	3	9	18
"LOC101155778"	0	0	0	0	658	447	575	420	0	0	0	0	0	0	0	1
"LOC101155782"	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"LOC101155789"	42	5	2	9	1056	829	611	1347	47	26	2	2	3	0	3	12
"LOC101155791"	7	0	0	0	4	35	8	14	0	4	0	0	0	0	0	0
"LOC101155792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155794"	0	0	0	0	22	26	6	17	0	0	0	0	0	0	0	0
"LOC101155796"	0	0	0	0	23	18	27	19	7	0	0	0	0	0	0	1
"LOC101155797"	0	0	0	0	95	49	14	96	0	0	0	0	0	0	0	0
"LOC101155799"	0	0	0	0	74	33	87	98	0	0	0	0	0	0	0	0
"LOC101155802"	135	42	7	21	2193	2375	3049	1721	42	41	2	2	8	1	39	52
"LOC101155804"	0	0	0	0	143	239	209	193	2	0	0	0	0	0	0	0
"LOC101155805"	5	7	1	0	905	876	664	1048	0	0	0	0	0	0	4	2
"LOC101155808"	15	8	0	0	150	202	205	301	0	0	0	0	0	0	0	3
"LOC101155811"	0	0	0	0	1408	1700	1473	1855	12	1	0	2	1	0	1	3
"LOC101155812"	20	0	2	1	343	247	212	345	6	6	0	0	0	0	2	22
"LOC101155815"	0	0	0	0	2	0	6	7	0	0	0	0	0	0	0	0
"LOC101155816"	1	0	0	1	1471	695	1600	1126	0	0	0	0	0	0	0	0
"LOC101155818"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"LOC101155823"	0	0	0	0	82	101	108	56	0	0	0	0	0	0	0	0
"LOC101155824"	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
"LOC101155825"	0	1	0	0	23	5	17	5	0	0	0	0	0	0	0	0
"LOC101155826"	21	0	7	1	1662	1384	1147	1871	6	5	0	0	0	0	3	2
"LOC101155829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155832"	56	24	5	9	4951	4819	5624	6403	2	45	1	1	1	1	5	10
"LOC101155833"	0	0	0	0	88	80	81	55	0	0	0	0	0	0	0	0
"LOC101155834"	0	0	2	0	1495	2100	2195	1300	0	0	0	0	0	0	0	0
"LOC101155838"	0	0	0	0	12	5	16	12	0	0	0	0	0	1	0	0
"LOC101155840"	0	0	0	0	31	18	42	40	0	0	0	0	0	0	1	1
"LOC101155843"	310	192	5	15	8	5	18	22	0	33	2	13	10	0	14	40
"LOC101155846"	0	0	0	0	21	36	46	28	0	1	0	0	0	0	0	0
"LOC101155847"	6	0	0	0	276	346	338	384	0	3	0	0	0	0	0	0
"LOC101155856"	3	0	0	0	13	11	6	8	0	0	0	0	0	0	0	0
"LOC101155857"	6	0	0	3	445	462	482	638	0	10	0	0	0	0	5	0
"LOC101155858"	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0
"LOC101155859"	3	0	0	0	1826	1304	1637	1758	0	0	0	0	3	0	1	3
"LOC101155860"	4	0	0	3	457	361	288	528	0	0	0	0	0	0	0	0
"LOC101155862"	2	0	0	0	472	190	254	179	0	0	0	0	0	0	0	2
"LOC101155864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155866"	0	0	0	0	56	64	87	63	0	0	0	0	0	0	0	1
"LOC101155869"	7	0	10	0	179	318	187	339	2	0	0	0	0	0	0	0
"LOC101155872"	5	0	0	0	1618	1768	1576	1779	0	5	1	0	0	1	0	0
"LOC101155873"	59	25	0	5	874	546	587	1178	10	7	0	1	1	0	6	3
"LOC101155876"	13	3	0	0	55	55	94	49	0	0	0	0	0	0	0	0
"LOC101155878"	15	2	0	1	2032	2094	2182	1900	0	0	0	0	2	0	3	3
"LOC101155880"	0	0	0	0	21	2	46	6	0	0	0	0	0	0	0	0
"LOC101155882"	0	0	0	0	57	65	75	47	0	0	0	0	0	0	0	0
"LOC101155883"	0	0	0	0	55	24	15	82	0	0	0	0	0	0	0	0
"LOC101155886"	1	0	0	0	39	64	39	63	0	0	0	0	0	0	0	0
"LOC101155887"	31	5	1	1	455	441	256	741	0	0	0	0	0	0	0	0
"LOC101155888"	2	0	2	4	536	591	498	680	1	1	0	0	6	0	0	8
"LOC101155889"	11	2	0	0	289	271	361	492	6	0	0	0	0	0	0	7
"LOC101155891"	263	31	13	30	5231	4352	3821	6273	89	74	1	6	2	5	23	32
"LOC101155895"	3	0	0	0	320	199	110	222	0	0	0	0	0	0	0	0
"LOC101155899"	2	3	0	0	1	17	0	8	0	0	0	0	0	0	0	0
"LOC101155900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155905"	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
"LOC101155909"	5	0	0	0	396	299	188	443	0	2	0	0	0	0	0	0
"LOC101155912"	15	0	4	2	248	175	107	237	1	2	0	0	0	0	2	4
"LOC101155917"	0	0	0	0	45	0	32	37	0	0	0	0	0	0	0	0
"LOC101155918"	0	0	0	0	44	46	37	82	0	0	0	0	0	0	0	0
"LOC101155920"	0	0	0	0	143	170	108	134	0	0	0	0	0	0	0	0
"LOC101155921"	16	2	0	0	1099	1213	1337	1271	15	4	1	0	1	0	14	2
"LOC101155922"	3	5	2	3	931	905	826	1135	2	0	0	0	0	0	0	3
"LOC101155923"	108	70	0	2	3	1	9	2	0	23	0	8	0	0	9	16
"LOC101155928"	0	0	0	0	26	34	13	26	0	0	0	0	0	0	0	0
"LOC101155934"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC101155936"	0	0	0	0	26	2	31	36	0	0	0	0	3	0	0	0
"LOC101155940"	0	0	0	0	294	454	508	334	0	0	0	0	0	0	0	0
"LOC101155941"	0	0	0	0	8	3	1	5	0	0	0	0	0	0	1	0
"LOC101155942"	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0
"LOC101155944"	4	0	0	1	0	0	6	0	0	0	1	0	0	0	0	1
"LOC101155945"	0	0	0	0	2	2	0	10	0	0	0	0	0	0	0	0
"LOC101155946"	5	8	0	0	43	30	7	9	0	0	0	0	0	0	0	0
"LOC101155947"	0	0	0	0	6	0	0	0	4	2	0	0	0	0	0	0
"LOC101155950"	2	4	2	2	1583	1582	1692	1647	6	0	1	2	0	0	0	12
"LOC101155951"	13	2	0	0	2691	2416	3675	2473	5	18	0	0	0	0	5	6
"LOC101155954"	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0
"LOC101155959"	0	0	0	0	182	137	110	262	0	0	0	0	0	0	0	2
"LOC101155960"	29	9	6	2	843	726	483	853	17	1	0	0	1	0	8	6
